cnpj,endereco,matriz_filial,CEP,CNAE,cnae_2_split,numero,situacao_cadastral,nome_fantasia,UF,municipio,CNPJ_DAT_CON,CNPJ_DAT_CON_M,CNPJ_DAT_CON_Y,index,COD_ID,PN_CON,DIST,PAC,CTAT,SUB,CONJ,MUN,CEG_GD,LGRD,BRR,CLAS_SUB,TIP_CC,FAS_CON,GRU_TEN,TEN_FORN,GRU_TAR,SIT_ATIV,DAT_CON,CAR_INST,LIV,ARE_LOC,TIP_SIST,DEM_CONT,DEM_P_01,DEM_P_02,DEM_P_03,DEM_P_04,DEM_P_05,DEM_P_06,DEM_P_07,DEM_P_08,DEM_P_09,DEM_P_10,DEM_P_11,DEM_P_12,DEM_F_01,DEM_F_02,DEM_F_03,DEM_F_04,DEM_F_05,DEM_F_06,DEM_F_07,DEM_F_08,DEM_F_09,DEM_F_10,DEM_F_11,DEM_F_12,ENE_P_01,ENE_P_02,ENE_P_03,ENE_P_04,ENE_P_05,ENE_P_06,ENE_P_07,ENE_P_08,ENE_P_09,ENE_P_10,ENE_P_11,ENE_P_12,ENE_F_01,ENE_F_02,ENE_F_03,ENE_F_04,ENE_F_05,ENE_F_06,ENE_F_07,ENE_F_08,ENE_F_09,ENE_F_10,ENE_F_11,ENE_F_12,DIC_01,DIC_02,DIC_03,DIC_04,DIC_05,DIC_06,DIC_07,DIC_08,DIC_09,DIC_10,DIC_11,DIC_12,FIC_01,FIC_02,FIC_03,FIC_04,FIC_05,FIC_06,FIC_07,FIC_08,FIC_09,FIC_10,FIC_11,FIC_12,DESCR,POINT_X,POINT_Y,DAT_CON_M,DAT_CON_Y,cnae_secao,ENE_P_count,ENE_F_count
23266854000209,FAZENDA LAGOA GRANDE S/N,2,47600000,3511501,3513100,S/N,Ativa,,BA,3377,2016-02-11,2,2016,293,7045672462,9792263,47,9792263A-23,23,IGP,14260,2903904,,RO BR 430 B J LAPA RIACHO DE SANTANA,RURAL-BOM JESUS DA LAPA,CO9,AT3Tipo1,ABC,AT,82,A3,AT,2019-01-18,26320,0,NU,RD_INTERLIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-43.3534891,-13.30744908,1,2019,ELETRICIDADE E GÁS,0,0
08670817000189,ESTRADA MUNICIPAL BOITUVA AO  BARRO JERIVA-1.600 ENTRADA A DIREITA S/N,1,18550000,0155501,0111302,S/N,Ativa,,SP,6239,2007-02-24,2,2007,1467,4001419294,430-99999,2937,221813752,430,YZA,15548,3507001,,RDV SP 129 S/N1,DO RETIRO,RU1,,ABCN,AT,94,A2,AT,2015-12-01,7536,1,NU,RD_INTERLIG,3500,2375,2675,2298,2359,2428,2143,2130,2086,2046,2347,2909,3875,3568,3577,3615,3695,3594,3389,3375,3480,3837,3790,3572,6911,120730.0,112788.0,123357.0,107875.0,121624.0,107042.0,109092.0,122023.0,112387.0,108409.0,113209.0,116982.0,1696649.0,1493674.0,1755307.0,1596784.0,1636909.0,1549218.0,1514034.0,1597382.0,1611078.0,1616851.0,1641941.0,1696672.0,0,0,0,0,0,0,0,0,0,3.3041,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,-47.76335417,-23.29719573,12,2015,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",12,12
46272454000112,RODOVIA BR 430 00,1,47600000,3511501,3511502,00,Ativa,,BA,3377,2022-05-04,5,2022,296,7047891218,8297244,47,8297244A-10000279,10000279,,14260,2903904,,RO BR 430 B J LAPA RIACHO DE SANTANA,RURAL-BOM JESUS DA LAPA,CO9,AT3Tipo1,ABC,AT,82,A3,AT,2019-02-22,19860,0,NU,RD_INTERLIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-43.35489185,-13.30589636,2,2019,ELETRICIDADE E GÁS,0,0
08030839000184,OUTROS CASA DE BOMBA 7-B SN,1,62930000,9430800,9493600,SN,Ativa,,CE,1453,2006-05-30,5,2006,1490,1246833,8898771,39,APD,02L1LMNAPD,APD,16566,2307601,,RDR CHAPADA DO APODI - S-N   LIM. DO NORTE CENTRO CE,RDR CHAPADA DO APODI - S-N   LIM. DO NORTE CENTRO CE,RU8,A3-Tipo01,ABC,AT,82,A3,AT,2017-04-06,10000,0,NU,RD_INTERLIG,9100,60,120,170,60,60,60,50,0,0,0,170,0,8770,17520,26360,8710,6630,130,8980,9100,0,0,26160,0,3000.0,6000.0,9000.0,3000.0,2000.0,3000.0,3000.0,0.0,0.0,0.0,9000.0,0.0,2998000.0,2470000.0,5033000.0,1008000.0,781000.0,930000.0,1464000.0,184000.0,0.0,0.0,4806000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEDERACAO DAS ASSOC P IRRIG JAGUARIBE,-38.07013971,-5.18200206,4,2017,OUTRAS ATIVIDADES DE SERVIÇOS,8,9
35436200000176,"RODOVIA BA 052, KM 442 S/N",1,47440000,3511501,3513100,S/N,Ativa,,BA,3281,2019-11-06,11,2019,227,7041801500,13128660,47,12720652A-10000253,10000253,RVD,16364,2915353,,RO BA 052,RURAL-RIO VERDE,IN,AT3Tipo1,ABC,AT,82,A3,AT,2018-01-25,25528,0,NU,RD_INTERLIG,29985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-42.38670796,-10.96141201,1,2018,ELETRICIDADE E GÁS,0,0
35698089000196,"RODOVIA SIDROLANDIA/NIOAQUE, KM 7, A ESQUERDA 27 KM S/N",1,79170000,0151201,0111302,S/N,Ativa,,MS,9157,2019-12-04,12,2019,421,9000166,863151,404,71588369768743781MT,2065515,,12901,5007901,,RODOVIA BR 060,RURAL,IN,AT-2-Tipo3,ABC,AT,94,A2,AT,1993-12-29,13800,1,NU,RD_INTERLIG,12500,5584.06,5587.86,5843.14,5644.99,5905.89,5781.2,5845.62,5868.42,6013.2,6084.05,5985.01,5920.58,6023.26,6129.61,6301.05,6078.78,6153.05,5924.17,6242,6251.35,6215.35,6316.24,6172.93,6205.12,329123.0,309563.0,328982.0,277481.0,325869.0,192890.0,344000.0,355319.0,327450.0,289017.0,302689.0,349814.9,3080004.0,2939247.0,3182341.0,2863883.0,2978495.0,1671088.0,3244909.0,3092076.0,3098880.0,2880822.0,2995023.0,3065452.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-54.9236727,-20.90077804,12,1993,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",12,12
18750460000100,RODOVIA SC 457 55,1,89520000,1621800,1622602,55,Ativa,LAMINADOS PEDROSO,SC,8093,2013-08-26,8,2013,593,45086615,12964648,5697,AT-S-6205730,,CBK,16816,4204806,,POCINHO,CTBANOS RURAL-CUR*,IN,AT-2-Tipo3,ABC,AT,94,A2,AT,2012-01-10,62.16,1,NU,RD_INTERLIG,24400,19622.4,23637.6,21336,17068.8,17589.6,23032.8,20580,18916.8,18295.2,17673.6,19068,20294.4,21285.6,27014.4,23889.6,25065.6,25418.4,24158.4,24057.6,18698.4,20748,20916,21588,23520,834548.0,931942.0,699825.0,705608.0,845997.0,697376.0,829941.0,843326.0,836039.0,644859.0,751527.0,975525.0,9281025.0,9356041.0,7652916.0,8653747.0,9191679.0,7845079.0,9207849.0,8641563.0,9106162.0,8164741.0,8571326.0,9797323.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O PONTO DE CONEXAO � DIRETAMENTE NO BARRAMENTO DA SUBESTACAO (SEM CTAT A DECLARAR),-50.50748975,-27.31787834,1,2012,INDÚSTRIAS DE TRANSFORMAÇÃO,12,12
12092082000120,"RODOVIA WASHINGTON LUIZ KM 167,5 S/N",1,13510000,2342701,4679604,S/N,Inapta,********,SP,7035,2010-06-09,6,2010,918,18442544,2089734759,385,RCUBAB021070920470,RCUBAB02,CED00,13577,3546702,,"EST MUN. STA GERTRUDES - IRACEMAPOLIS, 5",CENTRO,IN,AT-3,ABC,AT,94,A2,AT,2001-07-23,472.58,1,NU,RD_ISOLADA,15000,10342.6,9891.17,10412.96,10543.65,8592.46,9211.5,8761.33,9449.01,9298,6734.9,6642.76,7241.34,12425.55,12123.42,12056.27,12664.27,10409.21,10479.31,10428.05,10539.05,10506.67,9862.8,8120.87,7936.24,650742.0,586223.0,548209.0,621019.0,497636.0,513635.0,495847.0,482747.0,581125.0,528379.0,336337.0,350061.0,7482852.0,7635922.0,6775157.0,7547389.0,6915939.0,6319264.0,6235608.0,6287096.0,6482302.0,6270183.0,4901840.0,4797851.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-47.54262566,-22.46537759,7,2001,INDÚSTRIAS DE TRANSFORMAÇÃO,12,12
01637895016055,RODOVIA SC 427 S/N,2,88443000,2320600,0899199,S/N,Ativa,VOTORAN,SC,8377,2009-09-22,9,2009,591,44601940,12969760,5697,AT-S-6209112,,VRC,16812,4219200,,GERAL SALSEIRO,SALSEIRO / VR,IN,AT-2-Tipo3,ABC,AT,94,A2,AT,2011-07-20,900,1,NU,RD_INTERLIG,14550,9072,8971.2,8803.2,8433.6,8467.2,8971.2,8601.6,9038.4,8904,9307.2,9139.2,8836.8,13675.2,13540.8,13440,12868.8,12969.6,13540.8,13641.6,13507.2,13372.8,13876.8,13675.2,13406.4,472827.0,453020.0,411490.0,283684.0,471928.0,446611.0,444880.0,524454.0,406644.0,374623.0,349490.0,461034.0,6687870.0,6663501.0,5980909.0,4540922.0,7010589.0,6772273.0,7283816.0,7602411.0,6912931.0,6664274.0,5426131.0,7099276.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O PONTO DE CONEXAO � DIRETAMENTE NO BARRAMENTO DA SUBESTACAO (SEM CTAT A DECLARAR),-49.35885613,-27.37991797,7,2011,INDÚSTRIAS DE TRANSFORMAÇÃO,12,12
22940015000172,RODOVIA GO 476 SN,1,75650000,1012101,1013901,SN,Ativa,QUALITTI ALIMENTOS,GO,9473,2015-07-28,7,2015,496,10035238320,117520,6072,5228117520,5228,5001055,14944,5213806,,"VIA DPI-09, Q. 02, L. 07   UNIDADE 69 KV,DAIMO-DISTRITO AGROINDUSTRIAL DE MORRINHOS",DAIMO-DISTRITO AGROINDUSTRIAL DE MORRINHOS,IN,A3-Tipo1,ABC,AT,82,A3,AT,2021-10-05,15000,1,NU,RD_INTERLIG,4000,0,4000,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0.0,56775.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740920.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-49.13948949,-17.69602033,10,2021,INDÚSTRIAS DE TRANSFORMAÇÃO,1,1
19156981000199,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES 1.465,1,05145000,5611201,5611203,1.465,Ativa,,SP,7107,2013-10-29,10,2013,824,0202235639,357660006,390,32442547739926065H,RACSHTP2,TIEP,12833,3550308,,AV RAIMUNDO PEREIRA DE MAGALHAES,JARDIM IRIS,CO1,,ABCN,AT,84,A2,AT,2017-04-06,500,1,UB,RD_INTERLIG,460,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,6924.03,6352.58,5632.43,6851.52,5474.32,5564.13,5564.13,6085.23,6139.49,5645.37,5702.15,5510.36,48984.42,47127.07,44250.69,50910.43,45224.85,41910.34,41910.34,47766.44,43204.87,43395.23,48807.4,45638.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-46.76648641,-23.54645971,4,2017,ALOJAMENTO E ALIMENTAÇÃO,12,12
01957186000134,ESTRADA CE 265 SN,1,62930000,9430800,9493600,SN,Ativa,ACCD,CE,1453,1997-04-21,4,1997,1490,1246833,8898771,39,APD,02L1LMNAPD,APD,16566,2307601,,RDR CHAPADA DO APODI - S-N   LIM. DO NORTE CENTRO CE,RDR CHAPADA DO APODI - S-N   LIM. DO NORTE CENTRO CE,RU8,A3-Tipo01,ABC,AT,82,A3,AT,2017-04-06,10000,0,NU,RD_INTERLIG,9100,60,120,170,60,60,60,50,0,0,0,170,0,8770,17520,26360,8710,6630,130,8980,9100,0,0,26160,0,3000.0,6000.0,9000.0,3000.0,2000.0,3000.0,3000.0,0.0,0.0,0.0,9000.0,0.0,2998000.0,2470000.0,5033000.0,1008000.0,781000.0,930000.0,1464000.0,184000.0,0.0,0.0,4806000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FEDERACAO DAS ASSOC P IRRIG JAGUARIBE,-38.07013971,-5.18200206,4,2017,OUTRAS ATIVIDADES DE SERVIÇOS,8,9
07646080000104,RUA DONA INACIA PRINCE RODRIGUES 22,1,13510000,2342701,2349499,22,Inapta,,SP,7035,2005-06-03,6,2005,918,18442544,2089734759,385,RCUBAB021070920470,RCUBAB02,CED00,13577,3546702,,"EST MUN. STA GERTRUDES - IRACEMAPOLIS, 5",CENTRO,IN,AT-3,ABC,AT,94,A2,AT,2001-07-23,472.58,1,NU,RD_ISOLADA,15000,10342.6,9891.17,10412.96,10543.65,8592.46,9211.5,8761.33,9449.01,9298,6734.9,6642.76,7241.34,12425.55,12123.42,12056.27,12664.27,10409.21,10479.31,10428.05,10539.05,10506.67,9862.8,8120.87,7936.24,650742.0,586223.0,548209.0,621019.0,497636.0,513635.0,495847.0,482747.0,581125.0,528379.0,336337.0,350061.0,7482852.0,7635922.0,6775157.0,7547389.0,6915939.0,6319264.0,6235608.0,6287096.0,6482302.0,6270183.0,4901840.0,4797851.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-47.54262566,-22.46537759,7,2001,INDÚSTRIAS DE TRANSFORMAÇÃO,12,12
14827148000109,FAZENDA INTERLAGOS S/N,1,15370000,3511501,3513100,S/N,Ativa,TERMOELETRICA INTERLAGOS,SP,6849,2011-09-20,9,2011,929,42935130,2142103132,385,SPB09012142103132,SPB0901,,13560,3537404,UFV.RS.SP.034363-3,"RDV SP 563, 563 KM 87",RURAL,CO1,AT-3,ABC,AT,94,A2,AT,2019-08-22,430.08,0,NU,RD_ISOLADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-51.31707352,-20.63504495,8,2019,ELETRICIDADE E GÁS,0,0
45070190000828,RODOVIA BR 101 S/N,2,88390000,2311700,4663000,S/N,Ativa,CEBRACE,SC,8041,2001-12-10,12,2001,569,28542500,2667686,5697,AT-6322982,,CBE,15591,4202107,,101,S CRISTOVAO  (BV),IN,AT-2-Tipo3,ABC,AT,94,A2,AT,2004-03-07,10000,0,UB,RD_INTERLIG,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,14930.0,14930.0,14930.0,14930.0,14930.0,14930.0,14930.0,14930.0,14930.0,14930.0,14930.0,14930.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O PONTO DE CONEXAO � DIRETAMENTE NO BARRAMENTO DA SUBESTACAO (SEM CTAT A DECLARAR),-48.70752674,-26.63311641,3,2004,INDÚSTRIAS DE TRANSFORMAÇÃO,12,12
09394905000249,ESTRADA GERAL RIO ENGANO S/N,2,88460000,3511501,3513100,S/N,Ativa,SANTA ANA ENERGETICA S A,SC,8017,2012-06-19,6,2012,612,44118041,12962009,5697,AT-S-6203894,,TJS,13435,4200903,CGH.PH.SC.029769-0,GERAL COQUEIRAL,COQUEIRAL - ANG,IN,AT-2-Tipo1,ABC,AT,94,A2,AT,2011-02-15,316400.001,1,NU,RD_INTERLIG,3164,6.425,6.684,5.935,6.567,6.293,3.964,6.51,6.456,5.317,6.185,6.21,5.209,5.839,5.72,4.868,5.242,3.825,3.964,6.487,5.853,2.921,1.057,4.029,1.615,39.0725,5.9525,2.434,56.6785,8.0885,2.3155,96.1965,41.2045,1.4605,0.5285,7.119,1.1605,1108.6765,1242.9675,113.448,705.8995,165.1525,35.3285,557.0925,276.1615,38.9115,119.5845,412.316,67.2915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O PONTO DE CONEXAO � DIRETAMENTE NO BARRAMENTO DA SUBESTACAO (SEM CTAT A DECLARAR),-48.71794767,-27.25716272,2,2011,ELETRICIDADE E GÁS,12,12
07689002000421,ESTRADA MUNICIPAL EUCLIDES MARTINS 2170,2,14813000,3041500,3042300,2170,Ativa,,SP,0798,2006-03-02,3,2006,1118,0033942102,215-RM05__-00899,63,24847265,215-RM05,YEM,16459,3516853,,CRT 165A 2710,GAVIAO PEIXOTO,IN,A2-Tipo1,ABCN,AT,94,A2,AT,2012-04-01,137500,1,NU,RD_INTERLIG,4500,2848,3209,3259,3385,3721,2722,3688,3142,2663,3041,3234,3184,3427,3881,3805,3772,3973,3226,3973,3251,3184,3797,3940,3797,100920.0,162013.0,187270.0,153529.0,181442.0,143758.0,193570.0,161360.0,146030.0,160579.0,157645.0,162899.0,1035052.0,1451738.0,1680265.0,1484156.0,1624237.0,1287214.0,1766946.0,1366338.0,1312958.0,1549472.0,1512529.0,1562946.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-48.39648599,-21.76170142,4,2012,INDÚSTRIAS DE TRANSFORMAÇÃO,12,12
37591064000114,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES 2199,1,05145000,4781400,4789099,2199,Ativa,,SP,7107,2020-07-02,7,2020,825,0202239467,357660006,390,32442547739926065H,RACSHTP2,TIEP,12833,3550308,,AV RAIMUNDO PEREIRA DE MAGALHAES,JARDIM IRIS,CO1,,ABCN,AT,84,A2,AT,2017-04-06,300,1,UB,RD_INTERLIG,420,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,7559.66,7149.54,6634.94,7627.22,6083.28,6177.18,6177.18,5479.62,4686.01,3821.19,5133.81,4372.27,49478.31,43134.71,43510.0,48129.85,40122.71,36257.87,36257.87,32527.39,25991.79,23470.59,32412.82,29008.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-46.69391217,-23.63575924,4,2017,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,12,12
61674149000140,AVENIDA BRASIL 1020,1,13380001,1359600,,1020,Inapta,,SP,6769,1989-10-03,10,1989,1013,0011953691,310-RM60__-00199,63,243927254,310-RM60,YJU,13824,3533403,,R TRES S/N1,CACHOEIRA,IN,A2-Tipo9,ABCN,AT,94,A2,AT,2008-12-01,3200,1,UB,RD_INTERLIG,2500,1982,1994,1994,2094,2094,2083,2078,2089,2050,2100,1859,1870,2178,2341,2302,2397,2296,2335,2268,2419,2425,2386,2089,2106,114958.0,111167.0,123658.0,107801.0,126664.0,122543.0,119603.0,134981.0,121407.0,113693.0,99133.0,102437.0,991154.0,996478.0,1147038.0,1037210.0,1193132.0,1226037.0,1282474.0,1339101.0,1277055.0,1300125.0,946088.0,977624.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-47.31793726,-22.7806832,12,2008,INDÚSTRIAS DE TRANSFORMAÇÃO,12,12
97081434001339,TRAVESSA MARLI THIL 46,2,98855000,3514000,3511501,46,Ativa,CERMISSOES,RS,8419,1993-05-04,5,1993,67,4003345649_,PSE_7902363,396,7902363_PAC1,,EIA,16543,4306932,,EST BR 285 1400,CENTRO,CSPS,A3-Tipo4,ABC,AT,82,A3,AT,2022-03-01,75,0,UB,RD_INTERLIG,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-54.29756709,-28.38152599,3,2022,ELETRICIDADE E GÁS,0,0
05534678000178,FAZENDA VOLTA DO REMANSO S/N,1,59504000,0321302,0322102,S/N,Inapta,FAZENDA VOLTA DO REMANSO,RN,1797,2003-02-28,2,2003,436,7011135166,3031683,40,3031683A-70,70,PTP,14098,2400307,,FZ ESPERA NOVA,ZONA RURAL,RU8,AT-2-Tipo2,ABC,AT,82,A3,AT,2016-09-15,6500,0,NU,RD_INTERLIG,6500,4863.6,5014.8,4460.4,6136.2,5090.4,4384.8,4019.4,3087,4057.2,3112.2,3066,3528,6942.6,6879.6,6589.8,6741,6804,6602.4,6867,6867,6829.2,6766.2,6720,6762,143775.45,150774.75,135421.65,136211.0,115879.05,120556.8,103540.5,108468.0,83988.45,70941.15,69582.45,89628.0,2747430.0,2732940.0,2483460.0,2465190.0,2635605.0,2654820.0,2536065.0,2940840.0,2524095.0,2529765.0,2611875.0,2543100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-36.70077106,-5.16754706,9,2016,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",12,12
18014441000108,AVENIDA Das Margaridas 988,1,89249000,9609299,,988,Inapta,,SC,9985,2013-04-27,4,2013,589,43813617,2669482,5697,AT-4675920,LT-LT__IOA_PIA,PIA,13359,4208450,,BEIRA MAR 5,PONTAL NORTE - IPA,CO4,AT-2-Tipo3,ABC,AT,94,A2,AT,2010-11-11,120,1,UB,RD_INTERLIG,6300,4813.2,5518.8,6022.8,5644.8,5871.6,7333.2,6577.2,6174,5670,6174,5594.4,7056,5997.6,6451.2,6350.4,6073.2,5796,7610.4,6854.4,6300,5997.6,6476.4,5619.6,7232.4,239721.0,286001.0,333169.0,270818.0,299338.0,352566.0,346550.0,358375.0,295652.0,271473.0,258199.0,376866.0,2478212.0,2859122.0,3225266.0,2979906.0,2877033.0,3427370.0,3598906.0,3276403.0,2838792.0,2892273.0,2609730.0,3618474.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-48.60516749,-26.17833789,11,2010,OUTRAS ATIVIDADES DE SERVIÇOS,12,12
33184191000148,RUA ONDINA CARVALHEIRA PEIXOTO 310,1,36774550,1721400,2330302,310,Inapta,PAPEIS SANTA RITA,MG,4305,2019-03-29,3,2019,671,1004951,103901939,6585,73985896763395017MT,31661314,27335448,15612,3115300,,RUA ONDINA C PEIXOTO,CH DOS PALMARES,IN,AT-3-Tipo1,ABC,AT,82,A3,AT,2019-11-14,1.104,1,UB,RD_INTERLIG,5600,2525.76,2624.81,2510.97,2397.65,2471.08,2756.35,2636.89,2692.97,2627.72,2732.06,2731.49,2493.63,2586.64,2666.57,2628.44,2558.48,2660,2810.68,2791.05,2865.81,2832.07,2908.94,2825.85,2758.66,45401.0,99106.0,45821.0,91064.0,139644.0,137430.0,138718.0,77852.0,33703.0,101753.0,52734.0,51087.2,293319.0,509539.0,356407.0,539675.0,802078.0,808039.0,845916.0,448170.0,294296.0,615849.0,351155.0,284703.53,0.2,0,0,0,0,0,0,0,0,0,0,0.07,2,0,0,0,0,0,0,0,0,0,0,1,,-42.68663053,-21.38071949,11,2019,INDÚSTRIAS DE TRANSFORMAÇÃO,12,12
03423311000151,FAZENDA OLHO D'AGUA SN,1,55330000,1052000,,SN,Suspensa,,PE,2341,1999-09-28,9,1999,1553,7025586543,6062518,43,6062518A-567,567,PDG,14145,2602100,,RO PE 218,BOM CONSELHO,IN,AT-3-Tipo7,ABC,AT,82,A3,AT,2017-05-02,2322,1,NU,RD_INTERLIG,2322,2044.8,2001.6,2044.8,1886.4,1958.4,1857.6,1742.4,1828.8,1814.4,1857.6,1900.8,1872,2116.8,1987.2,2001.6,2030.4,1987.2,2030.4,1987.2,2001.6,1929.6,1857.6,2073.6,2073.6,119574.0,109054.8,103269.6,101595.6,91699.2,101707.2,94327.2,94528.8,106959.6,97117.2,96354.0,95335.2,1117440.0,1135080.0,1033200.0,1108800.0,1087560.0,1072440.0,1010880.0,1035360.0,1054080.0,1023120.0,1061200.8,1035874.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-36.70154409,-9.18360278,5,2017,INDÚSTRIAS DE TRANSFORMAÇÃO,12,12
34017792000129,RODOVIA MARECHAL RONDON SN,1,16920000,3511501,3313901,SN,Ativa,,SP,6321,2019-06-25,6,2019,913,43919820,1075350093,385,CTT011075350093,CTT01,,13475,3511003,UFV.RS.SP.034109-6,"RDV MAL RONDON, 0 KM 670 - UFV CASTILHO 5",RURAL,CO1,AT-3,ABC,AT,94,A2,AT,2020-10-21,50111.5,0,UB,RD_ISOLADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-51.52936032,-20.80272605,10,2020,ELETRICIDADE E GÁS,0,0
42745743000211,"SITIO RAPOSA, ACESSO POR ESTRADA VICINAL S/N",2,59400000,3511501,3511502,S/N,Ativa,,RN,1855,2023-04-10,4,2023,442,7020417360,10508894,40,10508894A-10000148,10000148,STU,14108,2401503,,FZ MUNDO NOVO,MUNDO NOVO,CO9,AT-2-Tipo2,ABC,AT,94,A2,AT,2022-05-01,29400,0,NU,RD_INTERLIG,29400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-36.03750283,-6.23639648,5,2022,ELETRICIDADE E GÁS,0,0
